wetland,station,sitecode,event,date,fluxrate,wl_cm,wl_delta1,wl_change1,wl_delta7,wl_change7,air_temp_C,DEWP,STP_kPa,precip_mm,snow_mm,RH,water_temp_C,precip_sum2,precip_sum3,precip_sum4,ice_cover,soil_temp,vwc,dist_m,rel_elev_m,afp,wfps,wfps_interp,inundated,log_flux,cuberoot,flux_cat
BB,SC-A,BB SC-A,01,2017-10-17,3.35982127,-5.21400579860122,-2.2404593722526203,falling,-0.8906769217500496,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,-5.7212173827321635,0.0030479999999999353,NA,NA,69.91136900055602,FALSE,1.2266598764320542,1.4977479197076822,non-inundated source
BB,SC-B,BB SC-B,01,2017-10-17,0.39314368,-8.893470332271699,-2.291729780177839,falling,-1.1556869223651987,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,-4.847153860211458,0.05791200000000012,NA,NA,68.56959939336768,FALSE,-0.8138612274361525,0.7325721983451148,non-inundated source
BB,SC-C,BB SC-C,01,2017-10-17,0.00654592,-23.337676080682098,-2.331606764119698,falling,-1.361805811732598,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,-2.99,0.216408,NA,NA,63.3023122389896,FALSE,-2.872702227563953,0.18706400622870245,non-inundated source
BB,SC-D,BB SC-D,01,2017-10-17,-9.41e-4,-37.3730524364624,-2.365787036069804,falling,-1.5384791454760034,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,-1.1253745005609128,0.368808,NA,NA,58.184110596521364,FALSE,-3.0147316235637738,-0.0979933356567658,non-inundated sink
BB,SC-E,BB SC-E,01,2017-10-17,-7.39e-4,-52.538175755393,-2.4284508679784977,falling,-1.862380257338998,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,3.0280801384973466,0.5425440000000001,NA,NA,52.653930492215295,FALSE,-3.0106225860491866,-0.09040965516734964,non-inundated sink
BB,SC-C,BB SC-C,02,2017-11-01,0.02697485,-6.26392900666979,-0.15771823672007024,falling,26.508276495443106,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,NA,NA,NA,-2.99,0.216408,NA,NA,71.24994045318063,FALSE,-2.5642765338581093,0.29990682291495074,non-inundated source
BB,SC-D,BB SC-D,02,2017-11-01,-9.43e-4,-19.8984180185308,-0.798546874763101,falling,26.975845677700395,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,NA,NA,NA,-1.1253745005609128,0.368808,NA,NA,66.27792814045183,FALSE,-3.0147723916342266,-0.09806271149279336,non-inundated sink
BB,SC-E,BB SC-E,02,2017-11-01,0.01197855,-34.3285812069425,-1.973399377842,falling,27.833055845172304,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,NA,NA,NA,3.0280801384973466,0.5425440000000001,NA,NA,61.015761807334826,FALSE,-2.780966921539627,0.22880635537059896,non-inundated source
BB,wetland_well,center,02,2017-11-01,0.4864831488,18.97091039998595,-1.5746868712855004,falling,29.8178304506284,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,-0.6227201269107305,0.7864828686120714,inundated
BB,SC-D,BB SC-D,03,2017-11-28,0.35159004,-4.29402188952124,-0.4231785567500497,falling,-1.2368593263649994,falling,7.4,2.8,2.5600000000000005,0,NA,72.6,12.408000000000001,0,0,0,NA,14.2,68.3,-1.1253745005609128,0.368808,0.2502490866323006,73.18517743903257,NA,FALSE,-0.9123235117089753,0.7057954504291574,non-inundated source
BB,SC-E,BB SC-E,03,2017-11-28,-0.0016025,-21.363843475453102,-0.6590722645155012,falling,-2.359511297119102,falling,7.4,2.8,2.5600000000000005,0,NA,72.6,12.408000000000001,0,0,0,NA,13.1,56.8,3.0280801384973466,0.5425440000000001,0.339078391138248,62.6186232137274,NA,FALSE,-3.0283071194861697,-0.11702159486461708,non-inundated sink
BB,wetland_well,center,03,2017-11-28,1.3718486889000001,32.8945727168564,-0.6659974435808493,falling,-2.4029329018153973,falling,7.4,2.8,2.5600000000000005,0,NA,72.6,12.408000000000001,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,0.3519579184760776,1.1111398859985395,inundated
BB,SC-E,BB SC-E,04,2018-01-17,-0.0022328,-7.34912536117547,-0.6885887883405495,falling,16.79131298212063,rising,-0.2,-1.2,2.49,2.5,30.5,93,7.316,2.5,2.5,2.5,NA,3.125,54.1,3.0280801384973466,0.5425440000000001,0.3660783911382479,59.642033729976276,NA,FALSE,-3.0414160674911535,-0.1307023133805742,non-inundated sink
BB,SC-E,BB SC-E,05,2018-02-08,-2.29e-4,0.9503211308522941,2.7808954220064943,rising,4.846240871105234,rising,0.4,-5.3,2.42,9.4,NA,65.6,7.718,10.200000000000001,10.200000000000001,14.3,NA,8.9,66.98333333333333,3.0280801384973466,0.5425440000000001,0.23407839113824802,74.19424898387068,NA,TRUE,-3.0003227938883685,-0.061180331726366215,non-inundated sink
BB,SC-E,BB SC-E,06,2018-03-08,0.0036114,1.33104622033092,-0.35646604627523004,falling,2.171591152519401,rising,3.1,-4.1,0.76,14.2,NA,59.2,9.527000000000001,34,34,34,NA,12.7,68.3,3.0280801384973466,0.5425440000000001,0.224078391138248,75.29668953340813,NA,TRUE,-2.925993546952798,0.1534234924502081,non-inundated source
BB,wetland_well,center,06,2018-03-08,1.22166284535,59.5975890659226,-0.9930939777778036,falling,3.5886236449073508,rising,3.1,-4.1,0.76,14.2,NA,59.2,9.527000000000001,34,34,34,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,0.24032537109656116,1.0690149741520483,inundated
BB,SC-E,BB SC-E,07,2018-04-11,0.00396565,-2.06575799181531,-0.14710339919594984,falling,-1.081689857998414,falling,5.1,-3.3,2.06,0,NA,54.6,10.867,0,0,0,NA,18.166666666666664,68.3,3.0280801384973466,0.5425440000000001,0.224078391138248,75.29668953340813,NA,FALSE,-2.9194075459334856,0.1582844047029724,non-inundated source
BB,wetland_well,center,07,2018-04-11,2.13693429015,54.4058569997189,-0.20369615138890396,falling,-1.4144897270833496,falling,5.1,-3.3,2.06,0,NA,54.6,10.867,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,0.782500695587101,1.288043081819553,inundated
BB,SC-E,BB SC-E,08,2018-05-02,0.0406038,-2.62325804370565,-0.64214230769623,falling,-2.906765555697127,falling,21.7,6.2,1.87,0,NA,36.6,21.989,0,0,4.3,NA,39.2,68.26666666666667,3.0280801384973466,0.5425440000000001,0.22441172447158098,75.25994151509025,NA,FALSE,-2.4012591242079133,0.34370740849712667,non-inundated source
BB,wetland_well,center,08,2018-05-02,2.0560513405500003,53.71896227749675,-0.8159176277777433,falling,-3.7544107611110533,falling,21.7,6.2,1.87,0,NA,36.6,21.989,0,0,4.3,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,0.7448147916435095,1.2715828200380477,inundated
BB,SC-D,BB SC-D,09,2018-06-26,0.54482357,-3.66726618021564,-1.0259423741959801,falling,-1.08878890231209,falling,21.7,16.3,2.1,0,NA,71.4,21.989,0,0,3.6,NA,25.1,68.3,-1.1253745005609128,0.368808,0.2502490866323006,73.18517743903257,NA,FALSE,-0.5194904384159572,0.8167427647169085,non-inundated source
BB,SC-E,BB SC-E,09,2018-06-26,0.04987958,-14.4867032356927,-3.8744876662021994,falling,0.918275694175902,rising,21.7,16.3,2.1,0,NA,71.4,21.989,0,0,3.6,NA,25.466666666666665,61.93333333333333,3.0280801384973466,0.5425440000000001,0.2877450578049149,68.2778180346863,NA,FALSE,-2.303790018625461,0.3681071580657834,non-inundated source
BB,wetland_well,center,09,2018-06-26,4.824318181050001,39.80157232819115,-4.025521734722247,falling,0.789380122916647,rising,21.7,16.3,2.1,0,NA,71.4,21.989,0,0,3.6,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,1.5839802343710112,1.6897092483309823,inundated
BB,SC-C,BB SC-C,10,2018-07-22,0.02192703,-3.04961904064907,36.67338747175173,rising,39.177489575406625,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,25.533333333333335,68.3,-2.99,0.216408,NA,NA,73.53458067129739,FALSE,-2.6321031460985282,0.27989379475498527,non-inundated source
BB,SC-D,BB SC-D,10,2018-07-22,-0.0101664,-12.0384617801317,41.1042322560125,rising,43.677877325603106,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,25.633333333333333,43.666666666666664,-1.1253745005609128,0.368808,NA,NA,70.2566700184661,FALSE,-3.22304450174042,-0.2166318944855621,non-inundated sink
BB,SC-E,BB SC-E,10,2018-07-22,-0.001876,-17.9516068025165,49.2274476938239,rising,51.9285882009633,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,25.9,51.86666666666667,3.0280801384973466,0.5425440000000001,NA,NA,68.10035672849445,FALSE,-3.033974265810859,-0.12333252170555899,non-inundated sink
BB,wetland_well,center,10,2018-07-22,1.23567245145,32.9194360191634,50.5465644125,rising,53.0680522576389,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,0.2512818899904305,1.07308581698277,inundated
BB,SC-A,BB SC-A,11,2018-09-05,-3.9e-4,-38.1905420525455,-8.095534540587405,falling,-22.621842909174404,falling,28,23.7,2.15,0,NA,77.5,26.21,0,0.5,0.8,NA,32.2,64.76666666666667,-5.7212173827321635,0.0030479999999999353,0.3198649884056518,66.94010095393278,NA,FALSE,-3.0035628526691793,-0.07306143574062804,non-inundated sink
BB,SC-B,BB SC-B,11,2018-09-05,-0.0036538,-39.7099584856888,-7.009015336607298,falling,-20.285987156264003,falling,28,23.7,2.15,0,NA,77.5,26.21,0,0.5,0.8,NA,31.2,59.266666666666666,-4.847153860211458,0.05791200000000012,0.3446383564386163,63.23092825248792,NA,FALSE,-3.0716159752287373,-0.1540215857750469,non-inundated sink
BB,SC-C,BB SC-C,11,2018-09-05,-0.006331,-52.47412682257801,-6.163944844622705,falling,-18.46921045955591,falling,28,23.7,2.15,0,NA,77.5,26.21,0,0.5,0.8,NA,30.8,51.46666666666667,-2.99,0.216408,0.392411724471581,56.738940282861016,NA,FALSE,-3.131116810762196,-0.18499391263144987,non-inundated sink
BB,SC-D,BB SC-D,11,2018-09-05,-0.0022239,-65.0694711113402,-5.439598708635906,falling,-16.911973290949007,falling,28,23.7,2.15,0,NA,77.5,26.21,0,0.5,0.8,NA,30.7,40.666666666666664,-1.1253745005609128,0.368808,0.5265824199656335,43.5753618719472,NA,FALSE,-3.041229764526409,-0.13052842116700053,non-inundated sink
BB,SC-E,BB SC-E,11,2018-09-05,-0.0039028,-77.5945356407376,-4.111630792660208,falling,-14.057038481836301,falling,28,23.7,2.15,0,NA,77.5,26.21,0,0.5,0.8,NA,30.533333333333335,41.8,3.0280801384973466,0.5425440000000001,0.48907839113824797,46.08201497066559,NA,FALSE,-3.0770030683512473,-0.1574437524856377,non-inundated sink
BB,SC-E,BB SC-E,12,2018-09-29,0.00314318,-8.05399921475715,-1.6977629520167197,falling,21.05716324477975,rising,18.7,14.6,2.07,0,NA,77.1,19.979,5.6,6.8999999999999995,7.699999999999999,NA,NA,NA,3.0280801384973466,0.5425440000000001,NA,NA,70.36295596816586,FALSE,-2.934765498513941,0.14648385165264877,non-inundated source
BB,wetland_well,center,12,2018-09-29,2.5194365617500005,47.1814099635975,-1.980412800075797,falling,23.916307912027904,rising,18.7,14.6,2.07,0,NA,77.1,19.979,5.6,6.8999999999999995,7.699999999999999,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,0.9436866381981043,1.3607169953729379,inundated
DB,wetland_well,center,01,2017-10-17,0.3345860169,13.83514524386495,-1.6162543164347003,falling,-3.3459154218829,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,-0.9555878040027087,0.694228750857017,inundated
DB,SC-A,DB SC-A,01,2017-10-17,0.02468352,-44.813535425241604,-1.4987965353528026,falling,-4.174173705374599,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,-4.371842901834807,0.5928360000000004,NA,NA,54.789019729165254,FALSE,-2.5944958269791294,0.291162672830885,non-inundated source
DB,SC-C,DB SC-C,01,2017-10-17,-0.0030043,-66.9288220578248,-1.7712492938536997,falling,-3.434699631812201,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,-1.6978901540028146,0.8001000000000004,NA,NA,46.44666768062566,FALSE,-3.0576991708191876,-0.1442938316139397,non-inundated sink
DB,SC-E,DB SC-E,01,2017-10-17,0.03172478,-128.25909255941502,-2.202632828147017,falling,-2.2638656820050187,falling,9.6,3.2,2.42,0.8,NA,64.4,13.882000000000001,3.8,4.3,5.8,NA,NA,NA,5.375749189574043,1.3914120000000005,NA,NA,23.311597525006945,FALSE,-2.504398018330212,0.3165674124146288,non-inundated source
DB,wetland_well,center,02,2017-11-01,3.04146351765,28.53651460842765,-0.44513516876714476,falling,24.68643003938689,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,1.1286446090896667,1.4488637182202557,inundated
DB,SC-A,DB SC-A,02,2017-11-01,-0.0033147,-32.077159333316104,-0.5099460367760074,falling,23.1695886355691,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,NA,NA,NA,-4.371842901834807,0.5928360000000004,NA,NA,61.314890159689924,FALSE,-3.0643259390199846,-0.1491012929241335,non-inundated sink
DB,SC-C,DB SC-C,02,2017-11-01,-0.003185,-51.4493086014178,-0.3931882800614943,falling,25.4807670595213,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,NA,NA,NA,-1.6978901540028146,0.8001000000000004,NA,NA,54.007307318178896,FALSE,-3.0615516145912847,-0.14713064726841385,non-inundated sink
DB,SC-E,DB SC-E,02,2017-11-01,-0.0032317,-108.436278275912,-0.2083218319300073,falling,29.140132897445994,rising,11.8,8.3,2.32,0,NA,79.1,15.356000000000002,0,49.5,49.8,NA,NA,NA,5.375749189574043,1.3914120000000005,NA,NA,32.510621740355546,FALSE,-3.06254965599133,-0.14784626110003352,non-inundated sink
DB,wetland_well,center,03,2017-11-28,3.2258415928499997,51.17425171702085,-0.6908178569681453,falling,-1.1975445249235008,falling,7.4,2.8,2.5600000000000005,0,NA,72.6,12.408000000000001,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,1.1865748109908474,1.4775686877804544,inundated
DB,SC-A,DB SC-A,03,2017-11-28,0.00448524,-9.06288958197394,-0.1967153507423003,falling,0.9575398863917606,rising,7.4,2.8,2.5600000000000005,0,NA,72.6,12.408000000000001,0,0,0,NA,14.5,66.5,-4.371842901834807,0.5928360000000004,0.1846255052363921,78.26977837900198,NA,FALSE,-2.9098254396809113,0.16491565937552716,non-inundated source
DB,SC-C,DB SC-C,03,2017-11-28,-0.0031169,-29.2236578486046,-0.5448372027168027,falling,-0.6209452034566993,falling,7.4,2.8,2.5600000000000005,0,NA,72.6,12.408000000000001,0,0,0,NA,14.4,55.1,-1.6978901540028146,0.8001000000000004,0.3301841607069754,62.52949435200149,NA,FALSE,-3.0600980096197623,-0.1460744600485439,non-inundated sink
DB,SC-E,DB SC-E,03,2017-11-28,-8.24e-4,-87.45927427076971,-1.096030135009613,falling,-3.120213262383217,falling,7.4,2.8,2.5600000000000005,0,NA,72.6,12.408000000000001,0,0,0,NA,14.9,36.3,5.375749189574043,1.3914120000000005,0.38209116994478076,48.71887020576317,NA,FALSE,-3.0123495793774286,-0.09375096295307196,non-inundated sink
DB,SC-A,DB SC-A,04,2018-01-17,-0.0068717,3.8960288888888703,0.6033343333333101,rising,13.486583589229948,rising,-0.2,-1.2,2.49,2.5,30.5,93,7.316,2.5,2.5,2.5,NA,NA,NA,-4.371842901834807,0.5928360000000004,NA,NA,76.51249181921555,TRUE,-3.1435758848191218,-0.19011719454930587,non-inundated sink
DB,SC-C,DB SC-C,04,2018-01-17,-0.0027677,-12.9313701663471,0.13262570635470006,rising,17.759442841752197,rising,-0.2,-1.2,2.49,2.5,30.5,93,7.316,2.5,2.5,2.5,NA,0,53.6,-1.6978901540028146,0.8001000000000004,0.34518416070697544,60.82723951483267,NA,FALSE,-3.052677298398285,-0.14040190634392327,non-inundated sink
DB,SC-E,DB SC-E,04,2018-01-17,-0.0012482,-64.4063732049601,-0.4839643672015015,falling,26.007582123756393,rising,-0.2,-1.2,2.49,2.5,30.5,93,7.316,2.5,2.5,2.5,NA,0,36.7,5.375749189574043,1.3914120000000005,0.3780911699447807,49.25571726037213,NA,FALSE,-3.021013159142998,-0.10767000323007146,non-inundated sink
DB,SC-B,DB SC-B,04,2018-01-17,-0.0014634,-4.68111657520622,0.32733836116186055,rising,15.15476727901398,rising,-0.2,-1.2,2.49,2.5,30.5,93,7.316,2.5,2.5,2.5,NA,-0.75,65.7,-3.1660461921319603,0.6934200000000004,0.20840483297168377,75.9182263570161,NA,FALSE,-3.0254371264604143,-0.11353271324436731,non-inundated sink
DB,SC-D,DB SC-D,04,2018-01-17,-0.0092438,-43.8453082878684,-0.12699116672170163,falling,21.232343592069704,rising,-0.2,-1.2,2.49,2.5,30.5,93,7.316,2.5,2.5,2.5,NA,0,36.575,2.12752955770165,1.1414760000000004,0.44738766532587815,44.98008339749208,NA,FALSE,-3.2001473036292185,-0.2098699118727236,non-inundated sink
DB,SC-E,DB SC-E,05,2018-02-08,-0.0020062,-38.980033569679904,5.227575597211697,rising,11.195700770419393,rising,0.4,-5.3,2.42,9.4,NA,65.6,7.718,10.200000000000001,10.200000000000001,14.3,NA,7.783333333333333,43.13333333333333,5.375749189574043,1.3914120000000005,0.3194245032781138,57.12947406130359,NA,FALSE,-3.036683443083645,-0.12612216253095543,non-inundated sink
DB,SC-D,DB SC-D,05,2018-02-08,-0.0024479,-20.3170668302931,3.5146907590028995,rising,9.9281841512739,rising,0.4,-5.3,2.42,9.4,NA,65.6,7.718,10.200000000000001,10.200000000000001,14.3,NA,7.8,45.11666666666667,2.12752955770165,1.1414760000000004,0.36313766532587816,55.34118258064643,NA,FALSE,-3.045929326928085,-0.1347714468429421,non-inundated sink
DB,wetland_well,center,06,2018-03-08,0.5587297191,111.2148704460185,2.955966460416505,rising,5.714686734490499,rising,3.1,-4.1,0.76,14.2,NA,59.2,9.527000000000001,34,34,34,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,-0.49638092078713314,0.8236333512205869,inundated
DB,SC-E,DB SC-E,06,2018-03-08,-0.0015907,-27.5445622525665,2.6045772039807034,rising,5.9221427480325985,rising,3.1,-4.1,0.76,14.2,NA,59.2,9.527000000000001,34,34,34,NA,7.9,49,5.375749189574043,1.3914120000000005,0.25509116994478076,65.76376418959767,NA,FALSE,-3.028063334957429,-0.11673365767095074,non-inundated sink
DB,SC-D,DB SC-D,06,2018-03-08,5.56e-5,-5.15059564699845,3.4785717957389597,rising,4.56850246448248,rising,3.1,-4.1,0.76,14.2,NA,59.2,9.527000000000001,34,34,34,NA,8.2,64.43333333333334,2.12752955770165,1.1414760000000004,0.1688043319925452,79.24037476177,NA,FALSE,-2.9946208913680272,0.038167313943964574,non-inundated source
DB,wetland_well,center,07,2018-04-11,0.24786519075000002,94.35739995203716,-0.7825465826388864,falling,-5.606530321527856,falling,5.1,-3.3,2.06,0,NA,54.6,10.867,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,-1.211114274865007,0.6281622692076471,inundated
DB,SC-E,DB SC-E,07,2018-04-11,-0.0017954,-45.1561411629796,-0.7892084787585034,falling,-6.0331106044646035,falling,5.1,-3.3,2.06,0,NA,54.6,10.867,0,0,0,NA,17.3,43.1,5.375749189574043,1.3914120000000005,0.31409116994478076,57.8452701341155,NA,FALSE,-3.0323008267946303,-0.12154032881407603,non-inundated sink
DB,SC-D,DB SC-D,07,2018-04-11,1.96e-4,-19.5813851301786,-0.7864408715131006,falling,-4.815336095151901,falling,5.1,-3.3,2.06,0,NA,54.6,10.867,0,0,0,NA,17.233333333333334,47.9,2.12752955770165,1.1414760000000004,0.3341376653258782,58.90761434695476,NA,FALSE,-2.991819936734075,0.05808785733563705,non-inundated source
DB,wetland_well,center,08,2018-05-02,0.31046048415,95.8051367999538,-1.063252838194444,falling,-3.0238238694445556,falling,21.7,6.2,1.87,0,NA,36.6,21.989,0,0,4.3,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,-1.0203729422735095,0.6771248880683853,inundated
DB,SC-E,DB SC-E,08,2018-05-02,0.00534081,-43.5694039260721,-1.1618002556694975,falling,-3.550725988176694,falling,21.7,6.2,1.87,0,NA,36.6,21.989,0,0,4.3,NA,31.466666666666665,42.3,5.375749189574043,1.3914120000000005,0.32209116994478076,56.77157602489757,NA,FALSE,-2.894244667939726,0.17479769819994337,non-inundated source
DB,SC-D,DB SC-D,08,2018-05-02,2.25e-4,-18.3542419722976,-0.8907382892463005,falling,-2.0466325042113986,falling,21.7,6.2,1.87,0,NA,36.6,21.989,0,0,4.3,NA,30.666666666666668,55.266666666666666,2.12752955770165,1.1414760000000004,0.2604709986592112,67.96717090274952,NA,FALSE,-2.9912423682811387,0.06082201995573401,non-inundated source
DB,wetland_well,center,09,2018-06-26,1.0337681997000001,72.6572449513427,-2.403423388888953,falling,-7.86375843680554,falling,21.7,16.3,2.1,0,NA,71.4,21.989,0,0,3.6,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,0.0804440422357386,1.0111316922024216,inundated
DB,SC-C,DB SC-C,09,2018-06-26,1.52562114,-3.1565855152405202,-1.9511437371469902,falling,-8.75214095204606,falling,21.7,16.3,2.1,0,NA,71.4,21.989,0,0,3.6,NA,25.133333333333333,68.3,-1.6978901540028146,0.8001000000000004,0.19818416070697553,77.50933691908715,NA,FALSE,0.454649569135547,1.1511950123516976,non-inundated source
DB,SC-E,DB SC-E,09,2018-06-26,-0.0022875,-68.76539278259,-2.8243810833573946,falling,-7.873492743352095,falling,21.7,16.3,2.1,0,NA,71.4,21.989,0,0,3.6,NA,25.166666666666668,39.7,5.375749189574043,1.3914120000000005,0.34809116994478073,53.28207016993934,NA,FALSE,-3.042561860910789,-0.13176104611371192,non-inundated sink
DB,SC-D,DB SC-D,09,2018-06-26,-0.0013893,-40.021599101492896,-2.318822619761896,falling,-8.410065916502898,falling,21.7,16.3,2.1,0,NA,71.4,21.989,0,0,3.6,NA,25.4,48.233333333333334,2.12752955770165,1.1414760000000004,0.33080433199254516,59.31754903273728,NA,FALSE,-3.0239116076993064,-0.11158316571399639,non-inundated sink
DB,wetland_well,center,10,2018-07-22,0.07218497115000001,23.49633130967605,12.601791818055553,rising,7.604632713888883,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,-2.102219225487215,0.41637271505642715,inundated
DB,SC-A,DB SC-A,10,2018-07-22,-0.0035415,-30.044187505058602,17.697006849069,rising,10.045138182814298,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,26.666666666666668,56.96666666666667,-4.371842901834807,0.5928360000000004,NA,NA,63.19426587166417,FALSE,-3.069195837998352,-0.15242718013990855,non-inundated sink
DB,SC-C,DB SC-C,10,2018-07-22,-0.0108089,-56.1427996937015,13.949651350210097,rising,8.64185408981161,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,26.4,49.4,-1.6978901540028146,0.8001000000000004,NA,NA,53.34931950161867,FALSE,-3.2393055987797146,-0.2211025915441855,non-inundated sink
DB,SC-E,DB SC-E,10,2018-07-22,-0.0034788,-123.780002325719,8.016338477016987,rising,6.419987609224009,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,26.4,29.6,5.375749189574043,1.3914120000000005,NA,NA,27.83514167028251,FALSE,-3.067847156307532,-0.15152227667502763,non-inundated sink
DB,SC-B,DB SC-B,10,2018-07-22,-0.0179956,-42.788693599380004,15.823329099639594,rising,9.343496136313,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,26.433333333333334,58.333333333333336,-3.1660461921319603,0.6934200000000004,NA,NA,58.38676966824875,FALSE,-3.441881885634669,-0.26205278349154437,non-inundated sink
DB,SC-D,DB SC-D,10,2018-07-22,-0.0047486,-93.8618744861301,11.451414350970893,rising,7.706331361142887,rising,23.9,21.9,0.6900000000000001,0.5,NA,88.6,23.463,18.8,18.8,18.8,NA,26.333333333333332,29.833333333333332,2.12752955770165,1.1414760000000004,NA,NA,39.12088981443445,FALSE,-3.0955216700882904,-0.1680822537502488,non-inundated sink
DB,SC-A,DB SC-A,11,2018-09-05,-2.91e-4,-61.837004242461305,-1.338089794618007,falling,-9.8314908444219,falling,28,23.7,2.15,0,NA,77.5,26.21,0,0.5,0.8,NA,32.5,46.93333333333333,-4.371842901834807,0.5928360000000004,0.38029217190305914,55.24002403891465,NA,FALSE,-3.001569275754624,-0.0662670538747667,non-inundated sink
DB,SC-C,DB SC-C,11,2018-09-05,-0.0045349,-79.7916304126156,-0.8689332670718102,falling,-6.780159311594105,falling,28,23.7,2.15,0,NA,77.5,26.21,0,0.5,0.8,NA,31.4,26.366666666666667,-1.6978901540028146,0.8001000000000004,0.6175174940403085,29.921857248900935,NA,FALSE,-3.090810280312563,-0.16552206847552212,non-inundated sink
